object_id,link_resource,description
458994,http://www.metmuseum.org/art/collection/search/458994,"This resplendent and well-preserved panel portrays the Virgin handing the Christ Child a pomegranate, a symbol of the Resurrection. The painting may once have belonged by Pope Pius II Piccolomini, whose coat of arms is said to have formerly appeared on the back of the panel. The acorns, clustered beneath the frame's scroll console, may be a heraldic allusion to Pius II. The important tabernacle frame may be contemporary and original to the panel. The candelabra-decorated pilasters are characteristic of Sienese frames of the period."
458978,http://www.metmuseum.org/art/collection/search/458978,"The richly decorated surfaces and extensive use of silver and gold indicate that this panel--one of the artist's finest and best preserved works--derives from an important altarpiece, though its early history is not known. It is likely that a predella showing scenes from the life of the Virgin was originally below the main panel of the Coronation."
435984,http://www.metmuseum.org/art/collection/search/435984,"This handsome work ranks as one of Corot's most accomplished efforts at approximating Raphael's High Renaissance style. Its pose closely follows the portrait of Bindo Altoviti (National Gallery of Art, Washington), believed, in Corot's day, to be Raphael's self-portrait, but Corot arrived at this composition incrementally. X-radiographs reveal an earlier state in which the model plays the cello: the left hand held the neck of the instrument and the right hand, slightly raised, held the bow. Corot made several adjustments to these accessories before painting them out altogether, dropping the model's right hand to her lap and inserting a rose or pink in her left hand."
459090,http://www.metmuseum.org/art/collection/search/459090,"This imposing portrait is one of four that Goya painted of members of Count Altamira's family. (Another is the Museum's portrait of Don Manuel Osorio Manrique de Zuñiga [49.7.41].) The patronage of this powerful family greatly advanced the artist's career; shortly after this work was completed, he was appointed court painter to Charles IV, king of Spain. Goya's brilliant treatment of the countess' gown, with its shimmering embroidered silk, attests to his mastery of technique, while the distant, introspective expressions of the sitters reveal his ability to endow even the most formal of portraits with a penetrating psychological immediacy."
435962,http://www.metmuseum.org/art/collection/search/435962,"Corot composed this arid landscape, based partly on nature studies made in the French countryside, as the setting for an episode in the biblical story of the family of Abraham. Because his wife, Sarah, was elderly and barren, Abraham fathered a son, Ishmael, with their servant, Hagar. Later, Sarah bore her own son, Isaac, whereupon Hagar and Ishmael were driven away into the desert of Beersheba, south of Jerusalem. When the painting was exhibited in Paris in 1835, one critic alluded to a tradition which holds that Ishmael was a patriarch of Islam: ""In response to the mother's cries, the angel arrives to save Ishmael and the Arab race . . . ."""
313386,http://www.metmuseum.org/art/collection/search/313386,"Smiling figures (called sonrientes in Spanish) are one of the most intriguing examples of Mesoamerican ceramic artistry, part of a long-standing tradition of hollow ceramic figures produced in south-central Veracruz throughout the Precolumbian period. The animated expression that is responsible for their name is surprising in Mesoamerican art, where emotion of any kind is rarely depicted. 

Nude from the waist up, this sonriente wears a cap and skirt covered in geometric patterns, circular earspools, and a beaded necklace and bracelet. The right hand is raised as though in greeting while a gourd rattle is clutched in the left. Musicians are depicted playing similar rattles in ceremonial scenes from both Veracruz and the Maya area. Thin red lines drawn below the eyes and the chin, and traces of the black tar paint often used in the region (see MMA 1978.412.59) on the chest represent body paint or tattooing. Additional traces of black paint on the skirt indicate a two-dimensional design once overlaid that in low relief. 

All this detailing appears on the front of the figure. In contrast, the back is entirely unadorned, suggesting that the figure was meant to be seen only from the front. Sonrientes like this one are unable to stand on their own, and are too large to be held in the hand. In secondary burials at the Veracruz site of El Zapotal, several smiling figures were interred in a standing position, supported by human skulls and disarticulated bones. If used in ritual before interment, they may have been positioned similarly; their backs placed against some form of support. 

Little cloth from Ancient Mesoamerica has survived, but the intricate designs depicted in artistic imagery testify to the importance of textiles and their motifs throughout the region. Here, a combination of low relief and incising is used to represent the details of both cap and skirt. On the cap, a double-edged meander frames interlocking forms that resemble the Aztec glyph for motion (olin). A feather tassel above the forehead is repeated on each side. Actual feathers or other decorative attachments may once have hung from round holes on both sides of the cap. Large step-frets cover the top half of the skirt. Below these, a row of ovoid shapes is bordered by plain bands above and a fringed band below. Three-lobed woven tassels trim the hem. 

The first scientific excavations of smiling figures were conducted by Alfonso Medellín Zenil, in 1952, unearthing numerous figures and fragments from rubbish heaps within artificial mounds on the periphery of ceremonial centers. It is unclear whether they had served some ritual function and then been discarded, or were rendered useless and tossed aside because they had been damaged during firing. Most smiling figures lack any information concerning their original context, limiting our understanding of their purpose and meaning. 

Sonrientes are most often referred to as male, and those depicted wearing loincloths or with exposed genitalia clearly are (see MMA 1979.206.561). However, authors have disagreed on the gender of others, such as this one, that wear skirts. In both dress and body representation, they do not fit easily into the norms of Mesoamerican representation of the gendered form. Skirts, for example, are usually shown worn by women, although there are exceptions in Maya imagery (see MMA 1979.206.1063). The identification of sonrientes as women is challenged, however, by the fact that artists depict female figures in Veracruz art wearing a garment called a huipil that completely covers the upper body, or with their breasts clearly and naturalistically represented (see MMA 1978.412.73, 1979.206.574). Additionally, the squat proportions and relatively large heads of sonrientes could indicate that they represent either dwarfs or small children. This very ambiguity of gender and age, together with the unusual triangular head shape, suggests that the smiling figures may represent spiritual entities rather than fully-human beings. The discovery of numerous smiling figures in situ in a ceremonial context at the site of El Zapotal lends support to this interpretation. 

Excavations at the Mound 2 funerary complex of El Zapotal in the 1970's unearthed numerous sonrientes undisturbed in both primary and secondary burials of human remains. The U-shaped ceremonial space above them combines architecture, terracotta sculpture, and painting to depict a narrative scene taking place in the court of a death god. The larger-than-life skeletal figure sits at the center of the U-shaped enclosure. Life-sized terracotta figures of standing, bare-breasted women wearing elaborate headdresses are placed to either side as though in procession, their mouths open in song. Other women are seated. Additional attendants are pictured in the wall paintings. Among these are small dwarf-like figures which may represent an earlier version of the chaneque of Mexican folklore who the Mixe-Zoque peoples of southern Veracruz believe serve Chane, the god of the underworld. Cherra Wyllie argues that the sonrientes placed in the burials below Mound 2 may also represent chaneque, placed there to attend or guard the human remains as the chaneque depicted in the paintings attend the death deity. 

Patricia J. Sarro, 2018

Further Reading 
Heyden, Doris. ""Nueva interpretación de las figuras sonrientes, senalada por las fuentes históricas,"" Tlalocan, Revista de Fuente para el Conocimiento de las Culturas Indígenas de México, VI:2, Mexico: 1970. 

Medillín Zenil, Alfonso. Cerámicas del Totonacapan. Xalapa: Universidad Veracruzana, Instituto de Antropología, 1960. 

Medellín Zenil, Alfonso. Nopiloa. Xalapa: Universidad Veracruzana, 1987. 

Medellín Zenil, Alfonso, and Frederick A. Peterson. ""A Smiling Head Complex from Central Veracruz, Mexico."" American Antiquity, Vol. 20, no. 2, pp. 162-169. 1954. 

Newton, Douglas. Masterpieces of Primitive Art: The Nelson A. Rockefeller Collection. New York: Alfred A. Knopf, 1978, p. 135. 

Nicholson, H.B. et al. Ancient Art of Veracruz. Ethnic Arts Council of Los Angeles, 1971. 

Wyllie, Cherra. ""The Mural Paintings of El Zapotal, Veracruz, Mexico."" Ancient Mesoamerica, 21 (2010), pp. 209-227. 

Wyllie, Cherra."" Las Figurellas del Clásico en Veracruz: Reconcideraciones."" In Arqueología de la Costa del Golfo. Lourdes Budar, Marciel Liventer, and Sara Ladrón de Guevarra, eds. Xalapa: Universidad Veracruzana, 2017. pp. 161-178."
458977,http://www.metmuseum.org/art/collection/search/458977,"Giovanni di Paolo, one of the most important figures in the history of Sienese painting, was active for much of the fifteenth century. This panel is the first episode of an ambitious narrative cycle: a series of twelve scenes from the Life of Saint John the Baptist, distributed in four vertical rows of three scenes each. Although the original function and location of the cycle are unknown, it is likely that the panels formed two movable wings of a cupboard or custodia containing a sculpture or reliquary of Saint John the Baptist. The Annunciation to Zacharias, taken from the Gospel of Saint Luke (1:5-25), recounts the moment at which the Angel Gabriel foretells the birth of a son, John the Baptist, to the childless Zacharias. The incredulous Zacharias performs his priestly duties in an elaborate architectural setting whose domes and lantern recall Brunelleschi's celebrated cupola which crowns the Duomo in Florence."
50897,http://www.metmuseum.org/art/collection/search/50897,"해질녘 산사의 종소리 조선
煙寺暮鍾圖 朝鮮

Evening Bell from Mist-Shrouded Temple (left); Autumn Moon over Lake Dongting (right)
Joseon dynasty (1392-1910), late 15th-early 16th century
Hanging scroll; ink on silk

Purchase, Joseph Pulitzer Bequest, and Mr. and Mrs. Frederick P. Rose and John B.
Elliott Gifts, 1987 (1987.278a)

This pair of scrolls was most likely part of a set of eight depicting the famed scenery around china's Xiao and Xiang Rivers. Landscape paintings illustrating sites in China known from classical literature--places that often had nostalgic associations--flourished in the early Joseon period even as their number and reputation dwindled in contemporary Ming dynasty (1368-1644) China.

Although these scrolls are unsigned, the artist clearly aligned himself with the recognizable style of the fifteenth-centure master An Gyeon. the left scroll represents a mountain valley with a large Buddhist temple complex veiled in mist. The same mood of melancholy and contemplation infuses the cloud-covered mountain and cold, glistening light in the right painting. Despite the title, the moon is absent from the scene, which is notable but not without precedent."
451402,http://www.metmuseum.org/art/collection/search/451402,"This page comes from a treatise on fantastic devices invented by the author al‑Jazari. His elephant clock was especially intricate: every half hour, the bird on the dome whistled; the man below dropped a ball into the dragon's mouth; and the driver hit the elephant with his goad. While illustrated manuscripts were growing increasingly popular at the time, this folio is a rare survival from Syria, where few such manuscripts are known from this date."
313340,http://www.metmuseum.org/art/collection/search/313340,"This vessel's body, with its spotted torso, striped head, limbs and bushy tail, resembles a pampas cat (Leopardus colocola) or an Andean mountain cat (Leopardus jacobita), small felines that live in the coastal valleys and the adjacent piedmont of what is now Peru. Stylized birds, incised and painted on the sides of the body, may represent a highland species such as a condor, as well as smaller coastal species such as Andean swifts, common along the Pacific littoral. 

During the first millennium BCE, potters on the South Coast of Peru developed a distinctive ceramic style, known today as Paracas, characterized by vibrant colors. Using mostly mineral pigments mixed with a binding agent, Paracas artists created paints that were applied to the surface of ceramics after they were fired. At a time when most ceramics in the Central Andes were of a dark hue, the Paracas palette was a striking departure and a significant innovation. Some Paracas pottery designs originated in earlier North Coast and North Highlands traditions, such as Cupisnique and Chavín. Felines, for example, were a favored subject in both the north and south, but Paracas artists tended to render their cats in a more geometricized style. Here, the cat's head, created with the use of a bowl-shaped form, was finished with eyes, ears, whiskers, an appliquéd nose, and a maw revealing sharp fangs. The cat's forehead displays parallel bands, a pattern found on the fur of many Andean felines. Most Paracas ceramics are simple forms such as bottles, plates, and bowls. By contrast, this feline is an exceptional example of imagination and ingenuity, the tridimensional body created by combining multiple simpler forms.

This work was reportedly found at the site of Callango in the Ica Valley during the early half of the 20th century (Lapiner 1976).

Hugo C. Ikehara-Tsukayama, Andrew W. Mellon Curatorial/Collection Specialist Fellow, Arts of the Ancient Americas, 2022

References and Further Reading

De Leonardis, Lisa. ""Encoded Process, Embodied Meaning in Paracas Post-Fired Painted Ceramics."" In Making Value, Making Meaning: Techné in the Pre-Columbian World, edited by Cathy Lynne Costin, Washington, D.C: Dumbarton Oaks Research Library and Collection, 2016, pp. 129-66.

Kriss, Dawn, et al. ""A Material and Technical Study of Paracas Painted Ceramics."" Antiquity vol. 92, no. 366 (2018), pp. 1492-510.

Kaulicke, Peter. ""Paracas y Chavín. Variaciones sobre un tema longevo."" Boletín de Arqueología PUCP no. 17 (2017), pp. 263-89.

Lapiner, Alan C. Pre-Columbian Art of South America. New York: H. N. Abrams, 1976, pp. 71-108.

Lavalle, José Antonio and Walter Lang. Arte y tesoros del Perú. Paracas. Lima: Banco de Crédito del Perú, 1983.

Paul, Anne. Paracas Art & Architecture. Object & Context in South Coastal Peru. Iowa City: University of Iowa press, 1961.

Sawyer, Alan Reed. Ancient Peruvian Ceramics: The Nathan Cummings Collection. New York: The Metropolitan Museum of Art, 1966."
458971,http://www.metmuseum.org/art/collection/search/458971,"This masterpiece of Sienese painting combines Giovanni di Paolo's exquisite visionary effects and narrative detail. The picture presents a vision of Paradise reminiscent of that described by the great Florentine poet Dante in ""The Divine Comedy."" The universe is shown as a celestial globe, with the earth at the center surrounded by a series of concentric circles representing first the four elements, the known planets (including the sun, in accordance with medieval and Renaissance cosmology), and finally the constellations of the zodiac. Presiding over the scene of Creation is God the Father, bathed in a glowing celestial light as he is borne aloft by seraphim. Beside the ""mappamondo"" (map of the world) is the garden of Paradise, its four rivers issuing from the ground at the lower right. The garden's effulgent flora symbolize the pure and sinless state of man before the Fall. A diminutive Adam and Eve are expelled from the garden by a lithe angel whose unusual nakedness and human form may symbolize his deep compassion for the corrupted state of humankind after the fall from grace.  
This panel was originally part of the predella (the lowermost horizontal component) of Giovanni di Paolo's ""Guelfi Altarpiece,"" formerly in the Church of San Domenico in Siena (now Galleria degli Uffizi, Florence). It originally joined a representation of Paradise, now in the Metropolitan Museum (06.1046). For a reconstruction of the altarpiece, see http://www.metmuseum.org/collection/the-collection-online/search/436512?rpp=30&pg=1&ft=giovanni+di+paolo&pos=1 (additional images).
."
313330,http://www.metmuseum.org/art/collection/search/313330,"Tropical Costa Rica is the habitat of an enormous number of bird species, many of which acquired symbolic dimensions in depictions in stone. This pendant, made of a jadeite of great clarity, features a toucan. Yet its upright stance and folded arms indicate that the figure is anthropomorphic, implying perhaps that it is a masked or transformation figure.

Greenstone pendants were manufactured from a variety of raw materials in the Central and the Greater Nicoya regions of Costa Rica starting as early as 500 BCE, until around 800 CE. Although some of those materials were locally available, the nearest known source specifically of jadeite is in the region of the Motagua River in Guatemala. Therefore, the use of jadeite in ancient Costa Rica reveals long-distance connections across Central America. The appearance of this distinctive style of pendant, made from imported materials, during a period of incipient social inequalities, suggests that they were a sign of prestige and differentiation."
459016,http://www.metmuseum.org/art/collection/search/459016,"One of the most celebrated paintings in the Robert Lehman Collection, this depiction of the Annunciation unfolds in a classicizing architectural interior rendered with one-point perspective to create the illusion of depth, a technique achieved in early fifteenth-century Florence. The incised lines visible on the panel's surface are evidence of Botticelli's working method to create the complex composition. A row of pillars divides the space occupied by the Angel Gabriel from the intimate bed chamber of the Virgin, who kneels in humility as she receives his divine message. The panel was almost certainly commissioned as a private devotional image, not as part of a larger work. While the identity of the patron is not known, the painting was in the famed Barberini collection in Rome in the seventeenth century."
459087,http://www.metmuseum.org/art/collection/search/459087,"During his long career in Spain, El Greco produced numerous paintings of Christ carrying the cross. The Lehman canvas, arguably his earliest version of the subject, is not a narrative scene: no other figures are represented and the setting is not recognizable. Instead, it is a devotional image of haunting immediacy and resonant with pathos. Christ's willing sacrifice for mankind is expressed through his gentle embrace of the cross and his heavenward gaze."
459027,http://www.metmuseum.org/art/collection/search/459027,"This exquisite and enigmatic portrait and its pendant (1975.1.86) are most likely the works by the Venetian painter and illuminator Jacometto, recorded by the connoisseur Marcantonio Michiel in the collection of a Venetian patrician in 1543. Michiel, who praised them as ""a most perfect work,"" identified the man as Alvise Contarini and the woman as a ""nun of San Secondo"" (a Benedictine convent in Venice). The paired portraits and the allusion to fidelity on the verso of the male effigy (a roebuck chained beneath the Greek word AIEI, meaning ""forever"") would normally suggest a married couple; however, her possible status as a nun makes it difficult to determine their relationship. If the garment is a habit, which seems doubtful given her bare shoulders, she may have led a secular life as a nun or entered the convent as a widow. The portrait may have been commissioned platonically (such cases are known). Alternatively, the wimple-like headdress may represent an entirely secular and contemporary fashion trend. Perhaps the portraits, which probably fit together in a boxlike frame, were designed to hide their clandestine relationship.
Illustrating the influence of Netherlandish painting on Venetian portraiture, the portraits are striking for their meticulous detail, highly refined technique, and luminous, atmospheric landscape backgrounds."
317618,http://www.metmuseum.org/art/collection/search/317618,"This illuminated manuscript of the Four Gospels was created at a monastic center in northern Ethiopia. Twenty full-page paintings depict scenes from the life of Christ and four portraits of the evangelists introduce the respective Gospel texts. The New Testament was translated from Greek into Geez, the classical language of Ethiopia, in the sixth century. Both this text and its pictorial format draw upon Byzantine prototypes, which were transformed into a local idiom of expression. Stylistically consistent, the paintings reflect the hands of two distinct artists. The color scheme consists of red, yellow, green, and blue. A stylized uniformity is reflected in the abbreviated definition of facial features and the bold linear articulation of the human form in black and red. Figures' heads are depicted frontally, their bodies often in profile. Bodies are treated as columnar masses encased in textiles composed of striated fields juxtaposed against one another.

This work is evidence of sub-Saharan Africa's historically complex interrelationships with Arabia, Egypt, and the eastern Mediterranean. Early complex societies in the Highlands developed primarily through local processes beginning in the late second millennium B.C.E. Those societies attracted trade from across the Red Sea, Mediterranean, and Indian Ocean, which spurred migrations, religious exchanges, and greater concentrations of wealth. By the early first millennium C.E., the Kingdom of Aksum emerged as a powerful civilization that, at its height, extended from Ethiopia's Highlands in the South, to the Eastern Desert in the North, to southern Arabia in the East. Emperor Ezana (r. ca. 320s-360 C.E.) was the first monarch to convert to Christianity, and adopted it as the state religion. Subsequent kingdoms, including the Zagwe Dynasty (ca. 1137-1270 C.E.) and the Ethiopian Empire (1270-1974 C.E.) continued to embrace Christianity. Monasteries were founded as centers of learning responsible for disseminating knowledge and consolidating the power and influence of the ruling elite. In the Ethiopian Orthodox Church, the text of the Gospels was considered the most important holy writing; the miniatures at the beginning of this manuscript were intended to be viewed during liturgical processions. Such works were frequently presented to churches by distinguished patrons; they reflected both the prestige of royal benefactors and the erudition of the monastic scriptoria in which they were created.  Recent research suggests that a member of Ethiopia's ruling elite may have commissioned this manuscript at Dabra Hayg Estifanos monastery for presentation to his or her favored church or monastery.  Brief notations indicate that the church in question was dedicated to the Archangel Michael."
459052,http://www.metmuseum.org/art/collection/search/459052,"A celebrated masterpiece of Northern Renaissance Art, this painting was signed and dated 1449 by Petrus Christus, the leading painter in Bruges (Flanders) after the death of Jan van Eyck. The panel attests to Netherlandish artists' keen interest in pictorial illusionism and meticulous attention to detail, especially in the luminous jeweled, glass, and metallic objects, secular and ecclesiastic trade wares that are examples of the goldsmith's virtuosity. The main figure in this enigmatic painting was long identified as Saint Eligius (the patron saint of goldsmiths) due to the presence of a halo, which was recognized as a later addition and subsequently removed. The panel is likely a vocational painting, which portrays the profession of goldsmithing and perhaps a specific goldsmith. Technical analysis reveals the underdrawing of the goldsmith's face to be very carefully modeled--more so than the faces of the couple--indicating the possibility of a portrait. It has been suggested that he is Willem van Vleuten, a Bruges goldsmith who worked for Philip the Good, duke of Burgundy. In 1449, the date of this painting, the duke commissioned from van Vlueten a gift for Mary of Guelders on the occasion of her marriage to James II, King of Scots. That couple may well be depicted in this painting, portrayed buying a wedding ring that is being weighed on a scale. The girdle that extends over the ledge of the shop into the viewer's space is a further allusion to matrimony. The convex mirror, which links the pictorial space to the street outside, reflects two young men with a falcon (a symbol of pride and greed) and establishes a moral comparison between the imperfect world of the viewer and the world of virtue and balance depicted here."
459082,http://www.metmuseum.org/art/collection/search/459082,"Gerard de Lairesse (1641-1711) was, in his day, a well-known painter, etcher, and art theorist. He suffered from congenital syphilis, which caused him to go blind about 1690; he subsequently focused his energies on art theory. By the time this portrait was painted, in 1665, the ravaging effects of the disease were visible in his swollen features and bulbous nose. Recording his unfortunate appearance with an uncompromising directness, Rembrandt invested his subject with an air of quiet dignity. Although the sitter's theories on the ideal in painting were antithetical to Rembrandt's style, which Lairesse disparagingly likened to ""liquid mud on the canvas,"" the portrayal is a sympathetic one."
459083,http://www.metmuseum.org/art/collection/search/459083,"Gerard ter Borch was one of the most compelling Dutch artists of the seventeenth century, recognized then as now for his handsome portraits and refined genre subjects. These splendid pendant portraits of Jan van Duren and his wife, Margaretha van Haexbergen (1975.1.141 and 1975.1.142), rank among the most important works by the artist in any American collection. Jan van Duren, a member of the elite ruling class of Deventer, poses in the rich attire of a prosperous regent, while his stately wife is no less suitably clad. Ter Borch presents his patrons in a setting devoid of detail: a simple velvet covered table and fringed velvet chair accompany the sitters. The restrained setting contrasts with and enhances Ter Borch's precisely painted subjects, dignified and ennobled by his sensitive brush."
39883,http://www.metmuseum.org/art/collection/search/39883,"A compassionate bodhisattva who rescues sentient beings from descending into hell or purgatory, Kshitigarbha (Korean: Jijang) became enormously popular during the Goryeo period. A key figure in Pure Land Buddhism, Kshitigarbha was often depicted singly and in the guise of a monk--with a shaved head, wearing a monk's robe, and holding his standard attributes, a staff and a wish-fulfilling jewel (cintamani). This exquisite scroll is a well-preserved example of Goryeo Buddhist painting. Some of its hallmarks are the deity's graceful facial features and slender fingers, the red and green colors of the robe, and the sumptuously elegant gold decoration. 

Very few Korean paintings made prior to the fourteenth century survive. Buddhist paintings of the Goryeo dynasty are renowned for their delicacy and refinement. Most, if not all, were commissioned by members of the royal family and the aristocracy and were painted by monk-painters or professional court painters."
39881,http://www.metmuseum.org/art/collection/search/39881,"The combination of the Amitabha Buddha (Korean: Amita) and the bodhisattva Kshitigarbha (Korean: Jijang)--on the right and left, respectively, standing under a canopy--is the only known example of this iconography in Goryeo Buddhist painting. A more typical composition features these two figures with the bodhisattva Avalokiteshvara (Korean: Gwaneum), forming a triad in which Amitabha is the central deity, or just the two bodhisattvas. Both deities in this painting enjoyed a strong following during the Goryeo dynasty due to the popularity of Pure Land Buddhism. Amitabha Buddha offered the promise of easy salvation and entry into the Western Paradise; Kshitigarbha provided guidance and redemption in death and the afterlife.

Buddhist paintings of the Goryeo dynasty were renowned for their delicacy, refinement, and exquisitely rendered gold-painted designs. Pigments were applied to the front and back of the silk, intensifying their hues and luminosity (though some have faded from exposure to light over time)."
473465,http://www.metmuseum.org/art/collection/search/473465,"Trained in Pisa, Giovanni di Balduccio is noted for bringing the innovations of Tuscan sculptors to northern Italy. With quiet monumentality, this panel depicts the standing image of the bearded Saint Peter Martyr (d. 1252) wearing Dominican garb. The head wound, his primary attribute, is clearly visible along with a (restored) palm of martyrdom in his right hand. The saint's cloak, held open by his outstretched arms, frames three praying donor figures, while he places his hands on the heads of the oldest and the youngest of them. This relief is carved in a white fine-grained marble set into a frame of slightly coarser, grayer marble.

The sculpture is one of three marble panels to survive from a tomb originally in the Milanese church of Sant'Eustorgio. The damaged central panel (Castello Sforzesco, Milan) depicts the Enthroned Virgin and Child between two angels, and the relief originally on the viewer's left (Saint'Eustorgio, Milan) shows Saint John the Baptist with four kneeling donors in a composition that mirrors the Museum's panel, which must have been on the right. Details such as the molding beneath the ledge supporting the figures and the buttons on the undersides of the sleeves suggest that the reliefs were intended to be above eye level."
459046,http://www.metmuseum.org/art/collection/search/459046,"The earliest Italian painting in the Lehman Collection, this panel formed part of one of the greatest Italian altarpieces of the third quarter of the thirteenth century. The double-sided altarpiece was probably commissioned for the main altar of the church of San Francesco al Prato in Perugia. This panel--with Saint Francis (Galleria Nazionale, Perugia), Saint James and Saint John the Evangelist (both National Gallery of Art, Washington, D.C.), Saint Matthew (Galleria Nazionale, Perugia), and Saint Peter (Galleria Nazionale, Perugia)--formed the left side of one face of the main altarpiece; the right side of the other face depicted Isaiah (Tesoro di San Francesco, Assisi), and the Deposition, the Lamentation, and Saint Anthony (all Galleria Nazionale, Perugia). The tondi in the spandrels at the upper corners are cut into the panel through the canvas ground and are pigmented on gesso priming.  They were originally, like the spandrels of the panels from this altarpiece at Perugia, filled with colored and gilded glass. The altarpiece was displayed above an early Christian sarcophagus containing the body of Saint Francis's follower, the Beato Egidio (ca. 1261). The painted arches and the disposition of the figures in the altarpiece panels echoes the sculpted reliefs of the sarcophagus. The Master of Saint Francis was also responsible for another highly significant Franciscan commission: a fresco cycle in the nave of the Lower Church of San Francesco at Assisi."
472301,http://www.metmuseum.org/art/collection/search/472301,"This impressive devotional image by a follower of Nardo di Cione presumably came from a Florentine monastery. It may originally have been placed above a door or as a lunette beneath an arch, or possibly in a niche above a tomb. Shown as the Man of Sorrows, at once dead and alive, Christ displays the wounds of his Passion."
436173,http://www.metmuseum.org/art/collection/search/436173,"No doubt Degas intended to include this work in the 1886 Impressionist exhibition among the nudes he described in the catalogue as ""women bathing, washing themselves, combing their hair or having it combed,"" since it is his only pastel of the mid-1880s of a woman having her hair combed. Executed in large format and meticulously finished, this nude--reminiscent of Rembrandt's famous Bathsheba at Her Bath in the Louvre--may not have been completed in time for the exhibition, or else it may have been excluded deliberately for reasons unknown."
39901,http://www.metmuseum.org/art/collection/search/39901,"A leading horse painter of the Tang dynasty, Han Gan was known for capturing not only the likeness of a horse but also its spirit. This painting, the most famous work attributed to the artist, is a portrait of a charger of Emperor Xuanzong (r. 712-56). With its burning eye, flaring nostrils, and dancing hoofs, the fiery-tempered horse epitomizes Chinese myths about Central Asian ""celestial steeds"" that ""sweated blood"" and were actually dragons in disguise. The seals and inscriptions added to the painting and its borders by later owners and appreciators are a distinctive feature of Chinese collecting and connoisseurship. The addition of more than one thousand years of seals and comments offers a vivid testimony of the work's transmission and its impact on later generations.
The acquisition of this image, arguably the greatest equine portrait in Chinese painting, marked the Director's early commitment to revitalizing the Department of Asian Art under the curatorial leadership of Wen Fong and with the dedicated support of trustee Douglas Dillon."
39936,http://www.metmuseum.org/art/collection/search/39936,"Huizong was the eighth emperor of the Song dynasty and the most artistically accomplished of his imperial line. Finches and Bamboo exemplifies the realistic style of flower-and-bird painting practiced at Huizong's academy. Whether making a study from nature or illustrating a line of poetry, however, the emperor valued capturing the spirit of a subject over literal representation. Here the minutely observed finches are imbued with the vitality of their living counterparts. Drops of lacquer added to the birds'eyes impart a final lifelike touch."
459084,http://www.metmuseum.org/art/collection/search/459084,"Gerard ter Borch was one of the most compelling Dutch artists of the seventeenth century, recognized then as now for his handsome portraits and refined genre subjects. These splendid pendant portraits of Jan van Duren and his wife, Margaretha van Haexbergen (1975.1.141 and 1975.1.142), rank among the most important works by the artist in any American collection. Jan van Duren, a member of the elite ruling class of Deventer, poses in the rich attire of a prosperous regent, while his stately wife is no less suitably clad. Ter Borch presents his patrons in a setting devoid of detail: a simple velvet covered table and fringed velvet chair accompany the sitters. The restrained setting contrasts with and enhances Ter Borch's precisely painted subjects, dignified and ennobled by his sensitive brush."
39915,http://www.metmuseum.org/art/collection/search/39915,"Between the years 900 and 1100, Chinese painters created visions of landscape that depicted the sublimity of creation. Viewers are meant to identify with the human figures in these paintings. In Summer Mountains, travelers make their way toward a temple retreat. The central mountain sits in commanding majesty, like an emperor among his subjects, the culmination of nature's hierarchy. The advanced use of texture strokes and ink wash suggests that Summer Mountains is by a master working about 1050, a date corroborated by collectors' seals belonging to the Song emperor Huizong (r. 1101-25), whose paintings catalogue records three works entitled Summer Scenery by the otherwise unknown artist Qu Ding."
459086,http://www.metmuseum.org/art/collection/search/459086,"Like his contemporary Johannes Vermeer, Pieter de Hooch played a pioneering role in the advancement of genre painting in seventeenth century Holland. He was especially gifted as a painter of interiors--complex spatial arrangements stunningly beautiful in the manipulation of light. The Lehman picture is richly decorated with a marble floor and gilt-leather wall coverings, articulated by diffuse light from the window at left. The merry dialogue in the near ground is foiled by the mysterious encounter of a young man and elderly bearded figure in the antechamber and vestibule. De Hooch achieves extraordinary clarity and geometry in this grandly furnished chamber, qualities evocative of paintings he made in Amsterdam in the 1660s."
311950,http://www.metmuseum.org/art/collection/search/311950,"The unique turtle-shell masks of the Torres Strait Islands that lie between Australia and New Guinea are among the most striking works of Oceanic art. Attributed to Mabuiag Island, this work displays the composite human and animal imagery typical of western Torres Strait masks.
Turtle-shell masks in the Western Torres Strait reportedly were used during funerary ceremonies and increase rites, designed to ensure bountiful harvests and an abundance of fish and game. The ceremonies often involved performances in which senior men, wearing the masks and rustling costumes of grass, reenacted events from the lives of culture-heroes, which were drawn from oral tradition. Worn over the head like a helmet, this work depicts a human face, possibly representing once such culture-hero. It is surmounted by a frigate bird, perhaps representing his personal totem."
