"met_object_id","link_resource","provenance"
"503045","http://www.metmuseum.org/art/collection/search/503045","George Gould (1928-1955) ; [ Albert Caressa , 1926] ; [ Fridolin Hamma , 1918 (acc. to Emil Hermann)] ; Allgemeine Musikgesellschaft, Basel (1903) ; [ Caressa & Francais , 1902] ; Emil Szymon Młynarski (1900) ; Rev. A. Willan (1897, through Bernadel) ; Monsieur Louis Labitte (1880) ; Charles Dancla (1850) ; Marquis de Villers (ca. 1820)"
"503385","http://www.metmuseum.org/art/collection/search/503385","Title: Guitar
Maker: Attributed to Matteo Sellas (German, Füssen ca. 1599–1654 Venice)
Date: ca. 1630–50
Geography: Venice, Italy
Culture: Italian
Medium: Spruce, bone, parchment, snakewood, ivory
Dimensions: 37 7/8 × 10 1/2 × 4 in. (96.2 × 26.7 × 10.2 cm)
Classification: Chordophone-Lute-plucked-fretted
Credit Line: Purchase, Clara Mertens Bequest, in memory of André Mertens, 1990
Object Number: 1990.103
Curatorial Department: Musical Instruments"
"310542","http://www.metmuseum.org/art/collection/search/310542","[Aaron Furman Gallery, New York, until 1962]; Nelson A. Rockefeller, New York, 1962, on loan to The Museum of Primitive Art, New York, 1962–63; The Museum of Primitive Art, New York, 1963–78"
"23944","http://www.metmuseum.org/art/collection/search/23944","Count Franz I zu Erbach-Erbach, Schloss Erbach im Odenwald, Germany (by 1807–d. 1823; said to originate from Amberg; by descent through the family to Count Conrad zu Erbach-Erbach); Count Conrad zu Erbach-Erbach, Schloss Erbach im Odenwald (1920–1933; sold to Drey, 1933); [A. S. Drey, Munich, 1933; sold to MMA, December 18, 1933]."
"314034","http://www.metmuseum.org/art/collection/search/314034","The Buli Master (Ngongo ya Chintu possibly), Democratic Republic of the Congo, fl. ca. 1810-70; Han Coray, Switzerland, 1920–71; Alexis Bonew, Brussels, 1971; Comte Jean-Jacques de Launoit, Belgium, 1971–79; (Sotheby Parke-Bernet and Co., London, June 21, 1979, no. 182)"
"503528","http://www.metmuseum.org/art/collection/search/503528","Title: Bassoon
Maker: Dominique Antony Porthaux (French, ca. 1751–1839 Paris)
Date: 1790–1800
Geography: Paris, France
Culture: French
Medium: Maple, brass
Dimensions: L. 51 in. (129.4 cm)
Classification: Aerophone-Reed Vibrated-double reed
Credit Line: Purchase, Clara Mertens Bequest, in memory of André Mertens, 1999
Object Number: 1999.307a, b
Curatorial Department: Musical Instruments"
"503443","http://www.metmuseum.org/art/collection/search/503443","[ Peter Biddulph , 1989-1992] ; Sotheby's, London (November 23, 1989, lot 627) ; [ W. E. Hill & Sons , late 19th century until 1989]"
"501767","http://www.metmuseum.org/art/collection/search/501767","Mary Elizabeth Adams Brown"
"448938","http://www.metmuseum.org/art/collection/search/448938","[ Demotte, Inc., New York, by 1926–33; sold to MMA]"
"504497","http://www.metmuseum.org/art/collection/search/504497","[ Sotheby's, London sale October 8, 2005 (lot 389)]"
"447071","http://www.metmuseum.org/art/collection/search/447071","[ Hagop Kevorkian, New York, until 1919; sold to MMA]"
"452037","http://www.metmuseum.org/art/collection/search/452037","Osman Ata'ullah, Turkey; Sir Gregory O. Page-Turner, England(until 1827; his sale, March 1827, no. 190,to Phillips); Sir Thomas Phillipps, 1st Baronet, England (1827–d. 1872); Bibliotheca Phillippica, England(1872–1968; its sale, Sotheby's, London,November 25–26, 1968, MS 3127, to MMA)"
"35650","http://www.metmuseum.org/art/collection/search/35650","Title: Congressional Presentation Sword and Scabbard of Major General John E. Wool (1784–1869)
Sword cutler: Samuel Jackson (American, Baltimore, active 1833–70)
Date: 1854–55
Geography: Baltimore, Maryland
Culture: American, probably Baltimore
Medium: Steel, gold, brass, diamonds, rubies
Dimensions: L. with scabbard 39 3/16 in. (99.6 cm); L. without scabbard 38 13/16 in. (98.5 cm); L. of blade 31 7/16 in. (79.9 cm); W. 5 5/8 in. (14.3 cm)
Classification: Swords
Credit Line: Purchase, Arthur Ochs Sulzberger and Mr. and Mrs. Robert G. Goelet Gifts, 2009
Object Number: 2009.8a–c
Curatorial Department: Arms and Armor"
"310364","http://www.metmuseum.org/art/collection/search/310364","[André Emmerich Gallery, New York, until 1968]; The Museum of Primitive Art, New York, 1968–1978"
"24865","http://www.metmuseum.org/art/collection/search/24865","Title: Flintlock Gun of Louis XIII (1601–1643), King of France
Gunsmith: Pierre Le Bourgeois (French, Lisieux, died 1627)
Gunsmith: Marin Le Bourgeois (French, Lisieux, ca. 1550–1634)
Date: ca. 1620
Geography: Lisieux
Culture: French, Lisieux
Medium: Steel, brass, silver, gold, wood (walnut), mother-of-pearl
Dimensions: L. 55 5/16 in. (140.5 cm); Cal. .59 in. (55 mm); L. of barrel 41 in. (104.1 cm); L. of lockplate 6 9/16 in. (16.7 cm); Wt. 5 lb. 11 oz. (2580 g)
Classification: Firearms-Guns-Flintlock
Credit Line: Rogers Fund and Harris Brisbane Dick Fund, 1972
Object Number: 1972.223
Curatorial Department: Arms and Armor"
"503502","http://www.metmuseum.org/art/collection/search/503502","Title: Accordion
Maker: Alexandre Pere & Fils
Date: 1850–55
Geography: Paris, France
Culture: French
Medium: Wood, metal, mastic, brass, tortoiseshell, gilt brass, mother-of-pearl, silver foil
Dimensions: Closed: 15 3/16 × 5 5/16 × 6 7/8 in. (38.5 × 13.5 × 17.5 cm)
Classification: Aerophone-Free Reed-concertina / accordion
Credit Line: Funds from various donors, 1998
Object Number: 1998.70
Curatorial Department: Musical Instruments"
"455059","http://www.metmuseum.org/art/collection/search/455059","Emperor Akbar, India (from 1580); his grandson Shah Jahan, India (in 1680); Alexander Smith Cochran, Yonkers, NY (until 1913; gifted to MMA)"
"24671","http://www.metmuseum.org/art/collection/search/24671","Henry II, King of France (until d. 1559); Carl August, Grand Duke of Saxe-Weimar-Eisenach, Residenzschloss, Weimar (by 1804–d. 1828); by descent to Wilhelm Ernst, Grand Duke of Saxe-Weimar-Eisenach, Residenzschloss, Weimar, later Schloss Heinrichau, Lower Silesia, Germany (now Henryków, Poland) (1901–d. 1923); his widow, Feodora, Grand Duchess of Saxe-Weimar-Eisenach, Schloss Heinrichau (1923–1929; sold in May, 1929, to Kahlert & Sohn); [E. Kahlert & Sohn, Berlin, 1929; sold on December 14, 1929, for $135,000, to Sir Joseph Duveen for Mackay]; Clarence H. Mackay, New York (1929–d. 1939; his estate, 1939, inv. no. A-17; sold through Jacques Seligmann & Co. on May 15, 1939, to MMA)."
"503546","http://www.metmuseum.org/art/collection/search/503546","Title: Cornet à Pistons in B-flat
Maker: Courtois frères
Date: 1833
Geography: Paris, France
Culture: French
Medium: Brass, touch pieces of ivory
Dimensions: 7 1/2 × 4 5/8 × 15 1/2 in. (19.1 × 11.7 × 39.4 cm)
Classification: Aerophone-Lip Vibrated-horn
Credit Line: Purchase, Amati Gifts, 2002
Object Number: 2002.190a–n
Curatorial Department: Musical Instruments"
"503615","http://www.metmuseum.org/art/collection/search/503615","Title: Bassoon
Maker: Giosue Esposito (Naples, active late 19th century)
Date: 1881
Geography: Naples, Italy
Culture: Italian
Medium: Maple, nickel-silver
Dimensions: 51 3/4 × 3 1/2 × 2 in. (131.4 × 8.9 × 5.1 cm)
Width (With bocal): 11 in. (27.9 cm)
Classification: Aerophone-Reed Vibrated-double reed
Credit Line: Purchase, Clara Mertens Bequest, in memory of André Mertens, 2003
Object Number: 2003.150a–g
Curatorial Department: Musical Instruments"
"451042","http://www.metmuseum.org/art/collection/search/451042","Amir Saif al-Dunya wa’l-Din ibn Muhammad al-Mawardi, Iran (from 1182); [ Khalil Rabenou, New York, until 1951; sold to MMA]"
"503613","http://www.metmuseum.org/art/collection/search/503613","Title: Archlute
Maker: David Tecchler (Austrian, Salzburg 1666–1747 Rome)
Date: ca. 1725
Geography: Rome, Italy
Culture: Italian
Medium: Spruce, ebony, ivory, tortoiseshell, mother-of-pearl
Dimensions: Height: 70 3/4 in. (179.7 cm)
Classification: Chordophone-Lute-plucked
Credit Line: Purchase, Clara Mertens Bequest, in memory of André Mertens, 1988
Object Number: 1988.87
Curatorial Department: Musical Instruments"
"310325","http://www.metmuseum.org/art/collection/search/310325","[Henri Kamer, Paris and New York]; Lester Wunderman, New York, by 1977"
"503703","http://www.metmuseum.org/art/collection/search/503703","William H. Riggs ; Dresden Waffensammlung"
"470315","http://www.metmuseum.org/art/collection/search/470315","Count Hans Wilczek, Burg Kreuzenstein, Austria ; [ Ruth and Leopold Blumka, New York (sold 1970)]"
"504210","http://www.metmuseum.org/art/collection/search/504210","[ Tony Bingham ] ; [ W. E. Hill & Sons ]"
"24957","http://www.metmuseum.org/art/collection/search/24957","Albert Grosjean, Paris? (1970s–92; Collection Albert Grosjean, Armes et accessoires de chasse, Drouot Richelieu, Paris, October 18, 1993, no. 55, for Fr 880,000, to Reboul); [Patrice? Reboul, Paris, 1993; sold to Moatti]; [Alain Moatti, Paris, 1993; sold to MMA]."
"316442","http://www.metmuseum.org/art/collection/search/316442","Jay C. Leff, Uniontown, PA, by 1959–ca. 1970; Paul and Ruth W. Tishman, New York, ca. 1970–1991"
"503673","http://www.metmuseum.org/art/collection/search/503673","University of Pennsylvania Museum of Archaeology and Anthropology"
"503675","http://www.metmuseum.org/art/collection/search/503675","The Family of Angelo Mannello"
"22932","http://www.metmuseum.org/art/collection/search/22932","Jean-Jacques Reubell, Paris, France (until 1926, his gift to MMA)."
"503219","http://www.metmuseum.org/art/collection/search/503219","William L. Monical (1974-1982) ; Mrs. Paul (Maisie) W. Kohnstamm (until 1974) ; Henry Werro , Bern, Switzerland ; [ W. E. Hill & Sons , London]"
"22914","http://www.metmuseum.org/art/collection/search/22914","Jean-Jacques Reubell, Paris, France (until 1926, his gift to MMA)."
"310604","http://www.metmuseum.org/art/collection/search/310604","[Everett Rassiga, New York, until 1966]; The Museum of Primitive Art, New York, 1966–1978"
"471911","http://www.metmuseum.org/art/collection/search/471911","From the church of San Leonardo al Frigido, near Massa, Tuscany, Italy; Domenico Ricci, Sarzana (by 1773) ; Eugenio Giovannini, Massa ; [ Luigi Barna, Florence] ; Countess Benkendorff-Schouvaloff, Villa Monticello, Nice (after 1879 and before 1893) ; Alessandro de Millo, Villa Belvedere, Nice-Cimiez ; [ F. Kleinberger Galleries Galleries, New York (sold 1962)]"
"22634","http://www.metmuseum.org/art/collection/search/22634","Sir Bernard Brocas, Wokefield Park, Sharnbrook, Berkshire, England (until 1834; sale, George Robins, London, March 19, 1834, no. 366, for £29.8, to Roussel); [Monsieur Roussel, Paris, from 1834]; Honoré d'Albert, 8th duc de Luynes, Château de Dampierre, France (until d. 1867); by descent to Charles Honoré Emmanuel d'Albert, 9th duc de Luynes, Château de Dampierre (1867–d. 1870); by descent to Honoré d'Albert, 10th duc de Luynes, Château de Dampierre (1870–at least 1905); [Jacques Seligmann and Company, Paris, until 1907; sold on April 29, 1907, for £13,200, to Morgan]; J. Pierpont Morgan, New York (1907–17; his gift to MMA)."
"467594","http://www.metmuseum.org/art/collection/search/467594","From the Franciscan convent of the Poor Clares, Poligny, Burgundy (sold 1920); François Vuillermet, Poligny (in 1920); [ Demotte Inc., Paris and New York (in 1920)]; [ Jacques Seligmann, Paris and New York (from 1920–sold 1933)]"
"503678","http://www.metmuseum.org/art/collection/search/503678","George Lowther (until 1906)"
"453183","http://www.metmuseum.org/art/collection/search/453183","Kevork Essayan, Paris(until d. 1980; his estate sale, Nouveau Drouot,Paris, June 24, 1982, lot 67, to John R. Alderman for MMA)"
"464596","http://www.metmuseum.org/art/collection/search/464596","From the Dominican convent of Katharinenthal, near Diessenhofen, Switzerland (probably sold between 1848 and 1850); J. Pierpont Morgan (American), London and New York (until 1917)"
"503155","http://www.metmuseum.org/art/collection/search/503155",""
"503971","http://www.metmuseum.org/art/collection/search/503971","Mary Elizabeth Adams Brown"
"310652","http://www.metmuseum.org/art/collection/search/310652",""
"320053","http://www.metmuseum.org/art/collection/search/320053","Private collection, Germany, by 1953; Lore Kegel-Konietzkos, Hamburg, 1953–80; by descent, Boris Kegel-Konietzkos, Hamburg, until 2008; [Entwistle Gallery, London and Paris, 2008]"
"503670","http://www.metmuseum.org/art/collection/search/503670","Title: Pipe Organ
Maker: Thomas Appleton (American, 1785–1872)
Date: 1830
Geography: Boston, Massachusetts, United States
Culture: American
Medium: Mahogany veneer, rosewood veneer, pine, gilt, ivory, ebony, maple, walnut, chestnut, metal
Dimensions: 16 ft. 1 in. × 9 ft. 3 in. × 9 ft. (490.2 × 281.9 × 274.3 cm)
Classification: Aerophone-Organ
Credit Line: Purchase, Margaret M. Hess Gift, in memory of her father, John D. McCarty, 1982
Object Number: 1982.59.1–.105
Curatorial Department: Musical Instruments"
"503283","http://www.metmuseum.org/art/collection/search/503283","Mrs. Andrés Segovia, Marquessa of Salobreña ; Andrés Segovia (1911–1986) ; Manuel Ramírez (until 1911)"
"25 3/4"""" (654 mm) string length","spruce soundboard",""
"501675","http://www.metmuseum.org/art/collection/search/501675","Mary Elizabeth Adams Brown"
"505626","http://www.metmuseum.org/art/collection/search/505626","[ James Freeman ] ; Sawa Eishichi ; Kōzu Kobunka Kaikan Museum"
"24960","http://www.metmuseum.org/art/collection/search/24960","Title: Colt Third Model Dragoon Percussion Revolver, serial no. 12406
Manufacturer: Samuel Colt (American, Hartford, Connecticut 1814–1862)
Date: ca. 1853
Geography: Hartford, Connecticut
Culture: American, Hartford, Connecticut
Medium: Steel, brass, gold, wood (walnut)
Dimensions: L. 14 in. (35.6 cm); L. of barrel 7 1/2 in. (19.1 cm); Cal. .44 in. (11.2 mm); case; H. 3 in. (7.6 cm); W. 16 3/16 in. (41.1 cm); D. 8 1/8 in. (20.6 cm); Wt. 3 lb. 9.8 oz. (224 g)
Classification: Firearms-Pistols-Revolvers
Credit Line: Gift of George and Butonne Repaire, 1995
Object Number: 1995.336
Curatorial Department: Arms and Armor"
"504284","http://www.metmuseum.org/art/collection/search/504284","Title: English Horn
Maker: H. Grenser
Date: before 1807
Geography: Dresden, Germany
Culture: German
Medium: Wood, ivory, brass
Dimensions: Total L.: 63.7 cm (25-1/8 in.)
Classification: Aerophone-Reed Vibrated-double reed
Credit Line: Rogers Fund, 1980
Object Number: 1980.111a, b
Curatorial Department: Musical Instruments"
"505786","http://www.metmuseum.org/art/collection/search/505786",""
"501520","http://www.metmuseum.org/art/collection/search/501520","Mary Elizabeth Adams Brown"
"501788","http://www.metmuseum.org/art/collection/search/501788","Dr. Fabio Mocenni ; Ernesta Mocenni ; Signor Diego Martelli ; Mary Elizabeth Adams Brown"
"310563","http://www.metmuseum.org/art/collection/search/310563","[Pablo Soldi, Lima, Peru, until 1957]; Raymond and Laura Wielgus, Chicago, 1957–1964; The Museum of Primitive Art, New York, 1964–1978"
"503669","http://www.metmuseum.org/art/collection/search/503669","[ Rembert Wurlitzer , New York]"
"22387","http://www.metmuseum.org/art/collection/search/22387","Hollingworth Magniac, Colworth, Bedford, England (until 1892; Hollingworth Magniac, Esq. (Known as the Colworth Collection) sale, Christie, Manson & Woods, London, July 2–11, 1892, no. 916 for 200 gns. to Duveen for Riggs); [Duveen Brothers, London, July 11–13, 1892; sold to Riggs]; William H. Riggs, Paris (until 1913; his gift to MMA)."
"503008","http://www.metmuseum.org/art/collection/search/503008","Annie Bolton Matthews Bryant ; Anne Fay Bolton Matthews ; Felix Berber ; H. W. Hammig"
"503010","http://www.metmuseum.org/art/collection/search/503010","Annie Bolton Matthews Bryant ; Anne Fay Bolton Matthews ; Marie Rose Collins (until 1906) ; Patrick A. Collins ; [ William E. Hill & Sons ] ; [ Silvestre and Maucolet purchased 1896] ; Mr. Krone (purchased, Marseilles, 1856)"
"255973","http://www.metmuseum.org/art/collection/search/255973","Until 1796, collection of the Aldobrandini family, Aldobrandini Palace, Rome; 1796, purchased by Vicenzo Pacetti from the Aldobrandini family; 1796, acquired by Henry Philip Hope from Vicenzo Pacetti; 1796-1917, the Hope collection, displayed at the Duchess Street mansion, London and (after 1835) at Deepdene House, Dorking, Surrey, England (both residences of Thomas Hope, elder brother of Henry P. Hope, and of his descendants); 1917, purchased by Mr. Francis Howard through Christie's, London; 1917-1954, collection of Mr. Francis Howard; until 1990, private collection, Palm Beach, Florida, USA; acquired in 1990, purchased through Sotheby's, New York."
"211486","http://www.metmuseum.org/art/collection/search/211486","Conte Francesco Castelbarco-Albani ; [ his sale, Sotheby's, Florence , March 23, 1973, no. 135 ] ; Private Collection, Florence ; [ Alain Moatti , until 2002; sold to MMA ]"
"248902","http://www.metmuseum.org/art/collection/search/248902","From Vulci, Italy (Bonaparte 1829, p. 112, no. 1193)
March 1829, excavated in Vulci; collection of Lucien Bonaparte, 1st Prince of Canino; until 1914, collection of Edward J. Jekyll; [1914, purchased by Edward Perry Warren through Christie, Manson, and Woods, London (E.J. Jekyll sale, lot 23)]; acquired in 1914, purchased from E.P. Warren."
"24681","http://www.metmuseum.org/art/collection/search/24681","[Stephen Van Rensselaer, Peterborough, NH; about 1911–1936; sold to Wood]; Wilfrid Wood, New Vernon, Harding Township, NJ (1936–1942; his gift to MMA)."
"211383","http://www.metmuseum.org/art/collection/search/211383","Empress Maria Feodorovna ; Grand Duke Peter of Oldenburg ; [ sale, Christie's, London , December 13, 2001, lot 500; to Aveline ] ; [ Galerie Aveline, Paris , 2001–02; sold to MMA ]"
"1. Mariia Danilovna Malchenko. Art Objects in Steel by Tula Craftsmen. Leningrad","1974",""
"2. Other typically Russian national arts are stone cutting","associated with the Imperial Glass and Lapidary Works in Saint Petersburg",""
"3. A pair of silver candlesticks in the Tula taste by the famous Biller family of Augsburg goldsmiths was shown by the Galerie Neuse","Bremen",""
"4. Mariia Danilovna Malchenko. Art Objects in Steel by Tula Craftsmen. Leningrad","1974",""
"5. St. Petersburg Jewellers","Eighteenth-Nineteenth Centuries/Petersburgskie iuveliry",""
"6. Archives","State Museum Pavlovsk",""
"7. Catalogue of a sale at Christie's","London",""
"8.  Archives","State Museum Pavlovsk",""
"9. Anatolii Mikhailovich Kuchumov. """"Tul'skie stal'nye izdeliia v urbranstve Pavlovskogo  dvortsa (Works in steel from Tula in the interiors of Pavlovsk Palace). In Anatolii Mikhailovich Kuchumov","Stat'i",""
"10. Staatsarchiv","Oldenburg",""
"11. Following the protocol","the Annual Chronicle of Oldenburg published during these years documents all the public activities of the Russian imperial household before recording local events (reviewed by this author at the Staatsarchiv",""
"12. Staatsarchiv","Oldenburg",""
"13. Herzog Peter Friedrich Ludwig von Oldenburg (1755-1829). Exh. cat.","Landesmuseum Oldenburg. VerÃ¶ffentlichungen der NiedersÃ¤chsischen Archivverwaltung",""
"14. Johann Heinrich Hennes. Friedrich Leopold","Graf zu Stolberg",""
"15. Herzog Peter Friedrich Ludwig von Oldenburg (1755-1829). Exh. cat.","Landesmuseum Oldenburg. VerÃ¶ffentlichungen der NiedersÃ¤chsischen Archivverwaltung",""
"16. A detailed estimate provided by the duke's adjutant lists all the transport costs","including money """"to bribe the Danish customs"""" (Staatsarchiv",""
"17. Alexandra Vassilievna Alexeieva. """"Furniture."""" In Pavlovsk","ed. Emmanuel Ducamp",""
