Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
2016.403.20,False,False,True,722509,,Arms and Armor,2016,Engraving,Plate Eleven from Nouveavx Desseins D'Arquebvseries,"French, Paris",,,,,16386,Engraver, ,Gilles Demarteau,"French, Liège 1722–1776 Paris", ,"Demarteau, Gilles",French,1722      ,1776      ,,http://vocab.getty.edu/page/ulan/500043168,https://www.wikidata.org/wiki/Q1289866,ca. 1749,1724,1774,Engraving,sheet: 9 x 7 in. (22.9 x 17.8 cm); plate: 8 7/16 x 6 7/16 in. (21.4 x 16.3 cm),"Purchase, Arthur Ochs Sulzberger Gift, 2016",,Paris,,,,,,,,,,Works on Paper-Engravings,,http://www.metmuseum.org/art/collection/search/722509,,,"Metropolitan Museum of Art, New York, NY",Birds|Battles|Dogs|Horses,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q726
1997.219.9,False,False,True,503483,,Musical Instruments,1997,Clarinet in C,Clarinet in C,British,,,,,15502,Maker, ,Clementi & Co.,"British, London 1798–1828", ,Clementi & Co.,British,1798      ,1828      ,,,,ca. 1802,1797,1807,"Boxwood, brass",L. 60.5 cm (23-7/8 in.),"Gift of William J. Maynard, 1997",,London,,England,United Kingdom,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/503483,,,"Metropolitan Museum of Art, New York, NY",,,
2016.403.21,False,False,True,722510,,Arms and Armor,2016,Engraving,Plate Eight from Nouveavx Desseins D'Arquebvseries,"French, Paris",,,,,16386,Engraver, ,Gilles Demarteau,"French, Liège 1722–1776 Paris", ,"Demarteau, Gilles",French,1722      ,1776      ,,http://vocab.getty.edu/page/ulan/500043168,https://www.wikidata.org/wiki/Q1289866,dated 1743,1743,1743,Engraving,sheet: 8 5/8 x 6 7/8 (21.9 x 17.5 cm); plate: 7 7/16 x 5 1/4 in. (18.9 x 13.3 cm),"Purchase, Arthur Ochs Sulzberger Gift, 2016",,Paris,,,,,,,,,,Works on Paper-Engravings,,http://www.metmuseum.org/art/collection/search/722510,,,"Metropolitan Museum of Art, New York, NY",Ornament,http://vocab.getty.edu/page/aat/300164595,https://www.wikidata.org/wiki/Q335261
42.193.2,False,True,True,226956,544,European Sculpture and Decorative Arts,1942,Hanging,The Garden of False Learning from The Table of Cebes,French,,,,,16407,Designer,Based on a woodcut by,David Kandel,"German, ca. 1520–ca. 1596", ,"Kandel, David",German,1515      ,1601      ,,http://vocab.getty.edu/page/ulan/500005103,https://www.wikidata.org/wiki/Q1174935,1550–80,1550,1580,"Wool and silk on canvas (cross stitch, 48-56 per sq. in., 9 per sq. cm; tent stitch, 156-190 per sq. in., 30-36 per sq. cm.)",H. 110 1/2 x W. 153 1/8 inches (280.7 x 388.9 cm),"Gift of Constance McCann Betts, Mrs. Winston F.C. Guest, and Frasier W. McCann, 1942",,,,,,,,,,,,Textiles-Embroidered,,http://www.metmuseum.org/art/collection/search/226956,https://www.wikidata.org/wiki/Q116306001,,"Metropolitan Museum of Art, New York, NY",Globes|Musical Instruments|Gardens|Men|Women,http://vocab.getty.edu/page/aat/300028089|http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q133792|https://www.wikidata.org/wiki/Q34379|https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
1989.318a–m,False,False,True,27165,375,Arms and Armor,1989,Cased pair of percussion pistols with accessories,Cased Pair of Percussion Pistols with Accessories,"French, Paris",,,,,1056,Gunsmith, ,Louis-Julien Gastinne-Renette,"French, Paris 1812–1885 Paris", ,Gastinne-Renette Louis-Julien,French,1812      ,1885      ,,,,dated 1856,1856,1856,"Steel, brass, gold, wood (ebony), textile (baizé, wool), copper, leather","Pistols (a, b); L. of each 16 in. (40.7 cm); L. of each barrel 10 5/8 in. (27 cm); Cal. of each .46 in. (12 mm); Wt. of each 2 lb. 3 oz. (992.2 g); ramrod (c); L. 11 1/4 in. (28.6 cm); Wt. 1.5 oz. (42.5 g); cleaning rod (d); L. 12 3/8 in. (31.4 cm); Wt. 1.8 oz. (51 g); mallet (e); L. 7 7/8 in. (20 cm); W. 2 1/2 in. (6.4 cm); Wt. 5.3 oz. (150.3 g); screwdriver (f); L. 6 1/4 in. (15.9 cm); Wt. 2.6 oz. (73.7 g); bullet mould (g); L. 7 7/8 in. (20 cm); Wt. 8.8 oz. (249.5 g); powder flask (h); H. 4 in. (10.2 cm); Wt. 4.2 oz. (119.1 g); patch box (i); H. 1 in. (2.5 cm); Diam. 1 1/4 in. (3.2 cm); Wt. 0.4 oz. (11.3 g); nipple box (j); H. 1 11/16 in. (4.3 cm); Diam. 1 7/8 in. (4.8 cm); Wt. 1.5 oz. (42.5 g); spoon (k); L. 4 in. (10.2 cm); Wt. 0.4 oz. (11.3 g); case (l); H. 2 7/8 in. (7.3 cm); W. 18 7/8 in. (47.9 cm); D. 8 1/4 in. (21 cm); Wt. 7 lb. 4.7 oz. (3308.4 g); leather case (m); H. 3 3/8 in. (8.6 cm); W. 19 3/8 in. (49.2 cm); D. 8 3/4 in. (22.2 cm); Wt. 3 lb. 7.5 oz. (1573.4 g)

","Purchase, John Stoneacre Ellis Collection, Gift of Mrs. Ellis and Augustus Van Horne Ellis, and Gift of Charles M. Schott,  by exchange, 1989",,Paris,,,,,,,,,,Firearms-Pistols-Percussion,,http://www.metmuseum.org/art/collection/search/27165,https://www.wikidata.org/wiki/Q116317867,,"Metropolitan Museum of Art, New York, NY",,,
"2002.521.1a, b, .2a, b",False,False,True,26587,375,Arms and Armor,2002,Pair of double-barreled flintlock pistols,Pair of Double-Barreled Flintlock Pistols,"French, Paris",,,,,1047,Gunsmith, ,François-Alexander Chasteau,"French, Paris, recorded 1741–84", ,"Chasteau, François-Alexander",French,1741      ,1784      ,,,,1752–53,1752,1753,"Steel, silver, gold, wood (walnut), whalebone",L. of each 14 3/8 in. (36.5 cm); Wt. of each 36 oz. (1030 g),"Gift of Walter A. Eberstadt, 2002",,Paris,,,,,,,,,,Firearms-Pistols-Flintlock,,http://www.metmuseum.org/art/collection/search/26587,https://www.wikidata.org/wiki/Q116318095,,"Metropolitan Museum of Art, New York, NY",,,
1989.229,False,True,True,27164,,Arms and Armor,1989,Sword hilt,Sword Hilt,"French, Paris",,,,,16175116356,Designer|Goldsmith,Designed and modeled by|Executed by,Albert-Ernest Carrier-Belleuse|Lucien Falize,"French, Anizy-le-Château 1824–1887 Sèvres|French, Paris 1839–1897 Paris", | ,"Carrier-Belleuse, Albert Ernest|Falize, Lucien",French|French,1824      |1839      ,1887      |1897      ,|,http://vocab.getty.edu/page/ulan/500017043|http://vocab.getty.edu/page/ulan/500084132,https://www.wikidata.org/wiki/Q2143726|https://www.wikidata.org/wiki/Q29616942,1881–82,1881,1882,"Bronze, gold",H. 6 1/2 in. (16.5 cm); W. 5 3/16 in. (13.2 cm); D. 4 1/2 in. (11.4 cm); Wt. 1 lb. 12 oz. (799.5 g),"Purchase, Gift of William H. Riggs, by exchange, 1989",,Paris,,,,,,,,,,Swords,,http://www.metmuseum.org/art/collection/search/27164,,,"Metropolitan Museum of Art, New York, NY",Virgin Mary|Men,http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q8441
1998.397,False,False,True,503511,,Musical Instruments,1998,Mute Violin,Mute Violin,American,,,,,15501,Maker, ,"Charles Francis Albert, Sr.",(1842–1901), ,"Albert, Charles Francis","American, born Germany",1842      ,1901      ,,,,ca. 1886,1876,1896,"Maple, ebony, brass, various other materials",L. of body  35.7-35.9 cm (14-1/16 - 14-1/8 in);  L. Overall 60.8 cm (23-15/16 in); Max. Width 19.2 cm (7-9/16 in) lower bouts,"Gift of Robert and Diane Moss, 1998",,Philadelphia,,Pennsylvania,United States,,,,,,,Chordophone-Lute-bowed-unfretted,,http://www.metmuseum.org/art/collection/search/503511,,,"Metropolitan Museum of Art, New York, NY",,,
1998.419,False,False,True,503512,,Musical Instruments,1998,English Horn,English Horn,Austrian,,,,,15513,Maker,Successors of,Johann Tobias Uhlmann,(1776–1838), ,"Uhlmann, Johann Tobias",Austrian,1776      ,1838      ,,(not assigned),https://www.wikidata.org/wiki/Q94931829,ca. 1860–70,1850,1880,"Nickel-silver, boxwood",L.  78.6 cm (30-15/16 in.),"Purchase, Clara Mertens Bequest, in memory of André Mertens, 1998",,Vienna,,,Austria,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/503512,,,"Metropolitan Museum of Art, New York, NY",,,
2016.403.8,False,False,True,722420,,Arms and Armor,2016,Etching and engraving,"Design of a Flintlock, Side Plate, Butt Plate, and Trigger Guard, unnumbered plate from Nouveaux Desseins d'Arquebuserie Inventez et Gravez par Le Sr. Gillot","French, Paris",,,,,16193,Engraver, ,Claude Gillot,"French, Langres 1673–1722 Paris", ,"Gillot, Claude",French,1673      ,1722      ,,http://vocab.getty.edu/page/ulan/500115197,https://www.wikidata.org/wiki/Q559969,ca. 1715,1690,1740,"Etching, engraving",Sheet: 9 5/8 x 6 9/16 in. (24.4 x 16.6 cm),"Purchase, Arthur Ochs Sulzberger Gift, 2016",,Paris,,,,,,,,,,Works on Paper-Engravings,,http://www.metmuseum.org/art/collection/search/722420,,,"Metropolitan Museum of Art, New York, NY",Ornament,http://vocab.getty.edu/page/aat/300164595,https://www.wikidata.org/wiki/Q335261
1999.193,False,False,True,503525,,Musical Instruments,1999,Bassoon,Bassoon,British,,,,,15582,Maker, ,William Milhouse,"British, Newark 1761–1835 London", ,Milhouse William,British,1761      ,1835      ,,,,early 19th century,1801,1825,"Wood, brass",L. 48-7/16 in. (123 cm),"Gift of David G. Barton and Susan V. Barton, 1999",,London,,England,United Kingdom,,,,,,,Aerophone-Reed Vibrated-double reed,,http://www.metmuseum.org/art/collection/search/503525,,,"Metropolitan Museum of Art, New York, NY",,,
1977.376,False,False,True,310308,,"Arts of Africa, Oceania, and the Americas",1977,Lime container,Lime container in the shape of a captive,Wari,,,,,22486,Artist, ,Wari artist(s), , ,Wari artist(s), ,          ,          ,,,,650–1000 CE,650,1000,"Wood, bone inlay, paint, fiber",H. 3 in. × W. 1 1/2 in. × D. 1 1/2 in. (7.6 × 3.8 × 3.8 cm),"Purchase, Rogers Fund and Carol R. Meyer and Arthur M. Bullowa Gifts, 1977",,,,,Peru,,,,,,,Wood-Containers,,http://www.metmuseum.org/art/collection/search/310308,,,"Metropolitan Museum of Art, New York, NY",Prisoners,http://vocab.getty.edu/page/aat/300025933,https://www.wikidata.org/wiki/Q1862087
"2013.513.1, .2",False,False,True,26981,375,Arms and Armor,2013,Pair of percussion target pistols,"Pair of Percussion Target Pistols Made for Display at the Crystal Palace Exhibition in London, 1851","French, Paris",,,,,9541181362950,Gunsmith|Designer|Barrelsmith,Signed by|Designed by|Barrels by,Alfred Gauvain|Michel Liénard|Léopold Bernard,"French, Paris 1801–1889 Paris|French, La Bouille 1810–1870 Brussels|French, Paris, active 1832–70", | | ,"Gauvain, Alfred|Liénard, Michel|Bernard, Léopold",French|French|French,1801      |1810      |1832      ,1889      |1870      |1870      ,||,(not assigned)|(not assigned)|(not assigned),https://www.wikidata.org/wiki/Q111978368|https://www.wikidata.org/wiki/Q3310001|https://www.wikidata.org/wiki/Q110720510,dated 1851,1851,1851,"Steel, wood (ebony), gold",L. of each pistol 17 1/4 in. (44 cm); L. of each barrel 11 3/8 in. (28.8 cm); Cal. of each barrel .46 in. (12 mm),"Purchase, Arthur Ochs Sulzberger Bequest, 2013",,Paris,,,,,,,,,,Firearms-Pistols-Percussion,,http://www.metmuseum.org/art/collection/search/26981,https://www.wikidata.org/wiki/Q116321467,,"Metropolitan Museum of Art, New York, NY",,,
"2013.512.1, .2",False,False,True,26980,375,Arms and Armor,2013,Pair of percussion target pistols,Pair of Percussion Target Pistols Made for Display at the 1844 Exposition des Produits de l'Industrie in Paris,"French, Paris",,,,,9541181362950,Gunsmith|Designer|Barrelsmith,Signed by|Designed by|Barrels by,Alfred Gauvain|Michel Liénard|Léopold Bernard,"French, Paris 1801–1889 Paris|French, La Bouille 1810–1870 Brussels|French, Paris, active 1832–70", | | ,"Gauvain, Alfred|Liénard, Michel|Bernard, Léopold",French|French|French,1801      |1810      |1832      ,1889      |1870      |1870      ,||,(not assigned)|(not assigned)|(not assigned),https://www.wikidata.org/wiki/Q111978368|https://www.wikidata.org/wiki/Q3310001|https://www.wikidata.org/wiki/Q110720510,dated 1844,1844,1844,"Steel, wood (ebony)",L. of each pistol 16 5/8 in. (42.3 cm); L. of each barrel 11 in. (27.8 cm); Cal. of each barrel .50 in. (13 mm),"Purchase, Arthur Ochs Sulzberger Bequest, 2013",,Paris,,,,,,,,,,Firearms-Pistols-Percussion,,http://www.metmuseum.org/art/collection/search/26980,https://www.wikidata.org/wiki/Q116321505,,"Metropolitan Museum of Art, New York, NY",,,
67.249.2,False,False,True,309525,,"Arts of Africa, Oceania, and the Americas",1967,Jar,Cactus Jar,Colima,,,,,,,,,,,,,,,,,,2nd century BCE–3rd century CE,-200,300,Ceramic,H. 7 15/16 x  W.10 15/16 in. (20.2 x 27.8 cm),"Purchase, The J.M. Kaplan Fund Inc., Gift, 1967",,Comala,,Colima,Mexico,Mesoamerica,,,,,,Ceramics-Containers,,http://www.metmuseum.org/art/collection/search/309525,,,"Metropolitan Museum of Art, New York, NY",Plants,http://vocab.getty.edu/page/aat/300132360,https://www.wikidata.org/wiki/Q756
17.190.689,False,True,True,464561,304,Medieval Art,1917,Medallion,Eagle Attacking a Fish (one of five medallions from a coffret),French,,,,,,,,,,,,,,,,,,ca. 1110–30,1110,1130,"Copper-gilt, champlevé enamel","Overall: 3 9/16 x 9/16 in. (9 x 1.5 cm)
Overall (with nail tangs): 3 15/16 x 9/16 in. (10 x 1.5 cm)","Gift of J. Pierpont Morgan, 1917",Made in,Conques,,,France,,,,,,,Enamels-Champlevé,,http://www.metmuseum.org/art/collection/search/464561,https://www.wikidata.org/wiki/Q116255980,,"Metropolitan Museum of Art, New York, NY",Eagles|Fish,http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300266085,https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q152
2015.446a–d,False,False,True,679294,,Arms and Armor,2015,Wheellock rifle with spanner and accessories,"Wheellock Rifle with Spanner, Shot Extracting Tool, and Shooting Patch","German, Augsburg",,,,,18275,Gunsmith, ,Martin Kammerer,"German, Augsburg, active 1654–67", ,"Kammerer, Martin",German,1654      ,1667      ,,,,ca. 1665,1640,1690,"Steel, iron, gold, wood, antler, copper alloy, enamel, bone, textile",rifle (2015.446a): L. 43 1/2 in. (110.5 cm); L. of barrel 32 1/2 in. (82.6 cm); W. 8 1/4 in. (21 cm); D. 4 1/4 in. (10.8 cm); Wt. 9 lb. 7 oz. (4280.8 g); spanner (2015.446b): L. 7 3/4 in. (19.7 cm); W. 7/8 in. (2.2 cm); D. 1 9/16 in. (4 cm); Wt. 4 oz. (113.4 g); shot extracting tool (2015.446c): L. 1 13/16 in. (4.6 cm); Diam. 3/8 in. (1 cm); Wt. 0.5 oz. (14.2 g); shooting patch (2015.446d): Diam. approx. 1 3/8 in. (3.5 cm),"Purchase, Arthur Ochs Sulzberger Bequest, 2015",,Augsburg,,,,,,,,,,Firearms-Guns-Wheellock,,http://www.metmuseum.org/art/collection/search/679294,,,"Metropolitan Museum of Art, New York, NY",Women|Putti,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300250465,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q284865
17.190.691,False,False,True,464564,304,Medieval Art,1917,Medallion,Combat Between Dragon and Dog (one of five medallions from a coffret),French,,,,,,,,,,,,,,,,,,ca. 1110–30,1110,1130,"Copper-gilt, champlevé enamel","Overall: 3 9/16 x 1/2 in. (9 x 1.3 cm)
Overall (with nail tangs): 3 7/8 x 1/2 in. (9.8 x 1.3 cm)","Gift of J. Pierpont Morgan, 1917",Made in,Conques,,,France,,,,,,,Enamels-Champlevé,,http://www.metmuseum.org/art/collection/search/464564,https://www.wikidata.org/wiki/Q116255977,,"Metropolitan Museum of Art, New York, NY",Dragons|Dogs,http://vocab.getty.edu/page/aat/300375726|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q7559|https://www.wikidata.org/wiki/Q144
"2001.364a, b",False,False,True,503531,,Musical Instruments,2001,Square Piano,Square Piano,American,,,,,15531,Maker, ,"Babcock, Appleton and Babcock",ca. 1812–1814, ,"Babcock, Appleton and Babcock",American,          ,          ,,,,1814,1800,1825,"Satin mahogany, metal, and various materials","Overall: 19.7 x 170.8 x 61cm (7 3/4 x 67 1/4 x 24in.); Stand: H. 96.9 cm (27-1/2 in.); Stool: H. 53 cm (20-7/8 in.), Greatest W.: 36.5 cm (14-3/8 in.)","Bequest of Helen Wood Pope, 2001",,Boston,,Massachusetts,United States,,,,,,,Chordophone-Zither-struck-piano,,http://www.metmuseum.org/art/collection/search/503531,,,"Metropolitan Museum of Art, New York, NY",,,
2016.403.7,False,False,True,722417,,Arms and Armor,2016,Engraving,Plate Eleven from Nouveavx Desseins D'Arquebvseries,"French, Paris",,,,,16386,Engraver, ,Gilles Demarteau,"French, Liège 1722–1776 Paris", ,"Demarteau, Gilles",French,1722      ,1776      ,,http://vocab.getty.edu/page/ulan/500043168,https://www.wikidata.org/wiki/Q1289866,ca. 1749,1724,1774,Engraving,sheet: 11 1/2 x 9 1/4 in. (29.2 x 23.5 cm); plate: 8 7/16 x 6 7/16 in. (21.4 x 16.3 cm),"Purchase, Arthur Ochs Sulzberger Gift, 2016",,Paris,,,,,,,,,,Works on Paper-Engravings,,http://www.metmuseum.org/art/collection/search/722417,,,"Metropolitan Museum of Art, New York, NY",Ornament,http://vocab.getty.edu/page/aat/300164595,https://www.wikidata.org/wiki/Q335261
13.228.13.4,False,False,True,455057,,Islamic Art,1913,Folio from an illustrated manuscript,"""Bahram Gur and the Indian Princess in the Dark Palace on Saturday"", Folio 23v from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami of Ganja",,,,,,13065413065,Calligrapher|Author, | ,Maulana Azhar|Nizami,"died 1475/76|present-day Azerbaijan, Ganja 1141–1209 Ganja", | ,Maulana Azhar|Nizami, | ,1450      |1141      ,1501      |1209      ,|,(not assigned)|(not assigned),https://www.wikidata.org/wiki/Q6792429|https://www.wikidata.org/wiki/Q234908,ca. 1430,1405,1455,"Ink, opaque watercolor, and gold on paper","Painting: H. 8 1/2 in. (21.6 cm)
                W. 4 5/8 in. (11.7 cm)
Page: H. 11 in. (27.9 cm)
          W. 7 1/4 in. (18.4 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)","Gift of Alexander Smith Cochran, 1913",Made in,Herat,,,present-day Afghanistan,,,,,,,Codices,,http://www.metmuseum.org/art/collection/search/455057,https://www.wikidata.org/wiki/Q116272692,,"Metropolitan Museum of Art, New York, NY",Palaces|Kings|Princesses,http://vocab.getty.edu/page/aat/300005734|http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300155241,https://www.wikidata.org/wiki/Q16560|https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q863048
24.142.2,False,False,True,466569,307,Medieval Art,1924,Book,Bible,German,,,,,,,,,,,,,,,,,,1477 (printing); 1478 (binding),1477,1478,"Binding: leather (stamped & tooled) with engraved brass fittings, ink printed on paper, 1st folio hand colored in tempera, metal leaf, and shell gold",Overall: 16 1/4 x 12 x 4 7/8 in. (41.3 x 30.5 x 12.4 cm),"Fletcher Fund, 1924",Made in,Nuremberg,,,Germany,,,,,,,Leatherwork,,http://www.metmuseum.org/art/collection/search/466569,https://www.wikidata.org/wiki/Q116243222,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659
22.100.114,True,False,True,447572,459,Islamic Art,1922,Carpet,"""Bellini"" Carpet",,,,,,,,,,,,,,,,,,,16th–17th century,1500,1699,"Wool (warp, weft, and pile); symmetrically knotted pile","Rug: H. 61 3/4 in. (156.8 cm)
         W. 47 3/8 in. (120.3 cm)","The James F. Ballard Collection, Gift of James F. Ballard, 1922",Attributed to,,,,Turkey,,,,,,,Textiles-Rugs,,http://www.metmuseum.org/art/collection/search/447572,https://www.wikidata.org/wiki/Q29385060,,"Metropolitan Museum of Art, New York, NY",,,
17.190.692,False,False,True,464565,304,Medieval Art,1917,Medallion,Winged Dragon (one of five medallions from a coffret),French,,,,,,,,,,,,,,,,,,ca. 1110–30,1110,1130,"Copper-gilt, champlevé enamel","Overall: 3 9/16 x 9/16 in. (9 x 1.4 cm)
Overall (with nail tangs): 3 15/16 x 9/16 in. (10 x 1.4 cm)","Gift of J. Pierpont Morgan, 1917",Made in,Conques,,,France,,,,,,,Enamels-Champlevé,,http://www.metmuseum.org/art/collection/search/464565,https://www.wikidata.org/wiki/Q116255975,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
1977.394.20,False,False,True,310330,,"Arts of Africa, Oceania, and the Americas",1977,Female figure,Figure: Female (Dege Dal Nda),Dogon peoples,,,,,6335,Artist, ,Master of Ogol, , ,Master of Ogol, ,          ,          ,,,,18th–19th century,1750,1840,Wood,H. 25 x W. 3 3/4 x D. 4 7/8 in. (63.5 x 9.5 x 12.4 cm),"Gift of Lester Wunderman, 1977",,,,,Mali,,,,,,,Wood-Sculpture,,http://www.metmuseum.org/art/collection/search/310330,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
17.190.693,False,False,True,464566,304,Medieval Art,1917,Medallion,Combat Between Dragon and Dog (one of five medallions from a coffret),French,,,,,,,,,,,,,,,,,,ca. 1110–30,1110,1130,"Copper-gilt, champlevé enamel","Overall: 3 9/16 x 1/2 in. (9 x 1.2 cm)
Overall (with nail tangs): 3 7/8 x 1/2 in. (9.9 x 1.2 cm)","Gift of J. Pierpont Morgan, 1917",Made in,Conques,,,France,,,,,,,Enamels-Champlevé,,http://www.metmuseum.org/art/collection/search/464566,https://www.wikidata.org/wiki/Q116255974,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559
"2006.471.1, .2",False,True,True,34183,375,Arms and Armor,2006,Pair of pistols,Pair of Snaphaunce Pistols,"Italian, Bargi",,,,,111851079,Barrelsmith|Gunsmith, | ,"Giovan Battista Francino|Matteo Cecchi, called Acquafresca","Italian, Brescia, active second half of 17th century|Italian, Bargi, 1651–1738", | ,"Francino, Giovanni Battista|Cecchi, Matteo",Italian|Italian,1623      |1651      ,1700      |1738      ,|,|,|,ca. 1690,1690,1690,"Steel, silver, wood (ebony)",L. of each pistol 21 1/2 in. (54.7 cm); L. of each barrel 15 in. (38.2 cm); Cal. of each barrel 1/2 in. (13 mm),"Purchase, Arthur Ochs Sulzberger Gift, 2006",,Bargi,,,,,,,,,,Firearms-Pistols-Snaphaunce,,http://www.metmuseum.org/art/collection/search/34183,https://www.wikidata.org/wiki/Q96755547,,"Metropolitan Museum of Art, New York, NY",,,
17.190.694,False,False,True,464567,304,Medieval Art,1917,Plaque,Plaque with Saint William of Bourges,French,,,,,,,,,,,,,,,,,,ca. 1218–25,1218,1225,"Copper: engraved and gilt: champlevé enamel: dark blue, turquoise, medium green, yellow, red, and white",Overall: 8 1/16 x 6 7/8 x 1/16 in. (20.4 x 17.4 x 0.2 cm),"Gift of J. Pierpont Morgan, 1917",Made in,Limoges,,,France,,,,,,,Enamels-Champlevé,,http://www.metmuseum.org/art/collection/search/464567,https://www.wikidata.org/wiki/Q116255973,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441
47.100.88,True,True,True,324029,,Ancient Near Eastern Art,1947,Beaker,Beaker with birds and animals,,,,,,,,,,,,,,,,,,,ca. 4th century BCE,-400,-300,Silver,7 3/8 in. × 6 in. × 6 in. (18.8 × 15.2 × 15.2 cm),"Rogers Fund, 1947",,,,,,Thrace,,,,,,Metalwork-Vessels,,http://www.metmuseum.org/art/collection/search/324029,https://www.wikidata.org/wiki/Q29384445,,"Metropolitan Museum of Art, New York, NY",Birds|Deer,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300250308,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q685795
2002.342,False,False,True,503548,,Musical Instruments,2002,Clarinet in B-flat,Clarinet in B-flat,French,,,,,15533,Maker, ,Charles Roth,"French, active Strasbourg ca. 1844–81", ,Roth Charles,French,1800      ,1900      ,,,,1840–45,1840,1845,"Boxwood, ivory, ebony, nickel-silver",Height: 25 1/4 in. (64.1 cm),"Purchase, Robert Alonzo Lehman Bequest, 2002",,Strasbourg,,,France,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/503548,,,"Metropolitan Museum of Art, New York, NY",,,
2002.343,False,False,True,503549,,Musical Instruments,2002,Clarinet in D,Clarinet in A,French,,,,,15499,Maker, ,"Buffet, Crampon & Cie.",founded 1859, ,"Buffet, Crampon & Cie.",French,1859      ,9999      ,,,,1860–65,1860,1865,"Boxwood, brass with thin gold wash",L. 70.3 cm (27-11/16 in.),"Purchase, Robert Alonzo Lehman Bequest, 2002",,Paris,,,France,,,,,,,Aerophone-Reed Vibrated-single reed cylindrical,,http://www.metmuseum.org/art/collection/search/503549,,,"Metropolitan Museum of Art, New York, NY",,,
