"met_object_id","link_resource","sim_type","sim_text"
"503703","http://www.metmuseum.org/art/collection/search/503703","Marking","(engraved on bell rim) - [drawing of brid with initials J.S.]/MACHT JACOB SCHMIDT IN NURNBERG"
"504210","http://www.metmuseum.org/art/collection/search/504210","Marking","(scratched on bass side of fingerboard [not original]) in Hamburg TIELKE fecit"
"503673","http://www.metmuseum.org/art/collection/search/503673","Marking","[on all sections]: H. RICHTERS/ (trefoil maker's mark)"
"22932","http://www.metmuseum.org/art/collection/search/22932","Inscription","Inscribed on the underside of the shell: The Committee of Merchants of London presented this sword to Lieutenᵗ John Burn for his active and spirited conduct on board His M.S. the Beaulieu during the late mutiny at the Nore in 1797. Hugh Inglish Esq., Chairman."
"22932","http://www.metmuseum.org/art/collection/search/22932","Marking","On the grip: the rampant lion and IM mark of James Morisset; on the washer between the grip and quillon block: the rampant lion; on the knuckle-guard/rear quillon: the rampant lion, crowned lion's head, date, letter C, profile head, and a bird's head (?) (possibly a French import stamp?); on the washer between the quillon block and shellguard: the rampant lion; on the shell guard: the rampant lion and maker's mark IM; on the two scabbard mounts: the rampant lion and profile head."
"503219","http://www.metmuseum.org/art/collection/search/503219","Marking","(printed label) Richardus Meares,/Instrument.Music.Fabric.in area/Boreali.D. Pauli apud Londinates"
"471911","http://www.metmuseum.org/art/collection/search/471911","Inscription","h[ic] E[ST] SALUTATIO MAR[IAE] (here is the greeting of Mary)"
"22634","http://www.metmuseum.org/art/collection/search/22634","Inscription","Signed on the brow plate, in gold: PHILIPP NEG ROLV FECIT MCXXXXIII (the date is mistakenly written as 1143 instead of 1543)."
"503678","http://www.metmuseum.org/art/collection/search/503678","Marking","1) (engraved on silver plate on nameboard) R. Nunns & Clark./New York.
2) (on another silver plate) Presented/by/George Lowther/1906

3)stamped (on pinblock, back of nameboard, right side of keyframe) 8054

4) (in pencil inside left side of case) Thompson

5) (in pencil underside of soundboard) Joseph Gassin/Augt 20/1853

6) (stamped on lowest key) D. Perrin?"
"453183","http://www.metmuseum.org/art/collection/search/453183","Inscription","Inscribed in Persian in naskhi script along upper border:
شاه عباس پادشاه ایران
Shah ‘Abbas King of Iran

Inscribed in Persian in naskhi script vertically near left-hand frame:
عمل کمال محمد و چاند محمد
Work of Kamal Muhammad and Chand Muhammad

(Translation from ""Masterpieces from the Department of Islamic Art in the Metropolitan Museum of Art,"" 2011, p. 380)."
"464596","http://www.metmuseum.org/art/collection/search/464596","Inscription","(In the scroll worn by St. Elizabeth, standing on the right): VNDE . hOC . MICHI [MIHI] . VT VENIAT . MAT[ER] (From where [is] this, to me, that the mother should come? [Luke 1:43])"
"503971","http://www.metmuseum.org/art/collection/search/503971","Marking","(Engraved on bell garland): [running hare]/ I. WILH. HAAS. in Nurnberg"
"503283","http://www.metmuseum.org/art/collection/search/503283","Marking","1) (labelled) Manuel Ramirez/Constructor/Luthier del Conservatorio Nacional/Año 1912/Arlaban 10.-Madrid (12 is handwritten); 2) (labelled) Santos Hernandez/-Luthier-Año 1922/MadrId aduana 27 (22 is handwritten); 3) Restaurado por/Hernandez (handwritten diagonally across label)."
"24960","http://www.metmuseum.org/art/collection/search/24960","Signature","Gold-inlaid on the barrel with the maker's name: Saml Colt."
"24960","http://www.metmuseum.org/art/collection/search/24960","Inscription","Gold-inlaid on the cylinder: G. WASHINGTON; inscribed on a band scroll on the cylinder, and on the left side of the frame: COLTS PATENT."
"24960","http://www.metmuseum.org/art/collection/search/24960","Marking","Stamped on the walnut grips: 4785; on all metal parts: 12406."
"504284","http://www.metmuseum.org/art/collection/search/504284","Marking","(Stamped beneath crossed swords) H. GRENSER/DRESDEN"
"505786","http://www.metmuseum.org/art/collection/search/505786","Marking","(On paper label inside the body) GJIOVANNI GRANCINO IN / CONTRADA LARGHA DI / MILLLANO AL SEGNO DELLA / CORONA 1701."
"501520","http://www.metmuseum.org/art/collection/search/501520","Marking","I.B. Gahn (in scroll)"
"501788","http://www.metmuseum.org/art/collection/search/501788","Marking","1) (on bottom rail supporting intermediate levers) I

2) (in ink on present hammer rail, possibly originally the nameboard) BARTHOLOMAEUS DE CHRISTOPHORIS PATAVINUS INVENTOR FACIEBAT FLORENTIAE · MDCCXX

3) (in ink at left of hammer rail) Restaurato l'Anno 1875/ da Cesare Ponsicchi/ Firenze."
"503669","http://www.metmuseum.org/art/collection/search/503669","Marking","Marked: C. Sax, Facteur de Roi, à Bruxelles and bearing the Prince of Orange's motto and arms."
"22387","http://www.metmuseum.org/art/collection/search/22387","Inscription","Inscribed: PLVS VLTRA (More beyond)."
"22387","http://www.metmuseum.org/art/collection/search/22387","Marking","Stamped on the breechblock and adjacent area of the barrel: the double P mark of Peter Peck."
"503008","http://www.metmuseum.org/art/collection/search/503008","Marking","(on label pasted inside body of violin) Antonious Stradiuarius Cremonensis/Faciebat Anno 1711. (Signed) F. A. Mayer, Violin expert"
"503010","http://www.metmuseum.org/art/collection/search/503010","Marking","(on label pasted inside body) Antonius Stradiuarius Cremonensis/Faciebat Anno 1694"
"24681","http://www.metmuseum.org/art/collection/search/24681","Signature","Signed on the lock in stylized script: JK; on the barrel: J. Kuntz."
"211383","http://www.metmuseum.org/art/collection/search/211383","Inscription","Inscribed on paper label on underside: No. 1674"
"211383","http://www.metmuseum.org/art/collection/search/211383","Marking","Stamped on underside of top: P beneath a ducal crown with closed arches"
"464559","http://www.metmuseum.org/art/collection/search/464559","Inscription","(Surrounding figure on left): MA / RIA (Mary)

(Surrounding figure in center): A / W (Alpha, Omega)

(Surrounding figure on right): MARCIA / LIS ([Saint] Martial)"
"24686","http://www.metmuseum.org/art/collection/search/24686","Marking","Marked on the right side of the visor, and again on the right cheek: LIONARDO within a rectangle; above it, a Gothic letter L in a serrated circle."
"24975","http://www.metmuseum.org/art/collection/search/24975","Signature","Signed on the inside of the helmet: Echizen no Kuni Toyohara jū Bamen Tomotsugu Saku (Made by Bamen Tomotsugu, resident of Toyohara in Echizen province)."
"252451","http://www.metmuseum.org/art/collection/search/252451","Signature","Signed by Nearchos as potter"
"469837","http://www.metmuseum.org/art/collection/search/469837","Inscription","(along top of plaque): MORE VOLANS AQVIL[A]E VERBVM PETIT ASTRA IOHAN[N]I[S] (flying in the manner of an eagle, the Word of John seeks the heavens [Sedulius, Carmen Paschale, Book 1, Line 358]

(on pages of open codex): IN PR / INCI / PIO E / RAT / VER / BVM (in the beginning there was the Word [John 1:1])"
"504256","http://www.metmuseum.org/art/collection/search/504256","Marking","Brand stamp on all three joints: GARION / dolphin."
"444408","http://www.metmuseum.org/art/collection/search/444408","Signature","Made and signed by the Rasulid prince al-Ashraf `Umar ibn Yusuf, later Sultan of Yemen (r. 1295–96)"
"444408","http://www.metmuseum.org/art/collection/search/444408","Inscription","Inscription in Arabic in naskhi script on back of case:

هذا الاصطرلاب عمل عمر بن یوسف بن عمر بن علي بن رسول المظفري مُباشرةً وإملاً سنة ح ٦٩

This astrolabe is the work of ‘Umar ibn Yusuf ibn ‘Umar ibn ‘Ali ibn Rasul al-Muzaffari directly [by himself] and by his instruction in the year A.H. 690 [1291 CE]"
"200668","http://www.metmuseum.org/art/collection/search/200668","Inscription","Engraved on tranche of back: sabinet houdon, 1788."
"204812","http://www.metmuseum.org/art/collection/search/204812","Signature","JBte Carpeaux./Rome 1860 (Incised in script at right front facet of base)
JBTE CARPEAUX ROMA 1860 (Incised at right end facet of base)"
"205250","http://www.metmuseum.org/art/collection/search/205250","Marking","Painted underglaze in blue enamel on underside: Interlaced LL enclosing A, small dot above and below (Vincennes factory mark and date letter for 1754)

Incised inside foot rim: 2"
"205526","http://www.metmuseum.org/art/collection/search/205526","Inscription","Beneath dish within central kneehole: N.2131 / By Gilles Joubert, delivered on December 29, 1759, for Cabinet du Roi at Versailles; repaired in 1787 by Guillaume Beneman and Adrien-Antoine Gosselin"
"199410","http://www.metmuseum.org/art/collection/search/199410","Signature","Signed twice, once on top section at lower back and once on bottom section to left of front under brazier: CLODION"
"255154","http://www.metmuseum.org/art/collection/search/255154","Signature","Signed by Andokides as potter"
"24860","http://www.metmuseum.org/art/collection/search/24860","Signature","Signed on the hilt: ISRAEL SCHVECH M[achts or esserschmied?] 1606; on the reverse of the blade: IVAN MARTINEZ EN TOLEDO (Juan Martinez in Toledo); on the ricasso: ESPADERO DEL REY (swordsmith of the King)."
"24860","http://www.metmuseum.org/art/collection/search/24860","Inscription","On the obverse of the blade: IN TE DOMINE SPERAVI NON (from Psalm 31:1, King James Version: In Thee, O Lord, do I put my trust...)
On the reverse of the blade: IVAN MARTINEZ IN TOLEDO
On the ricasso: ESPADERO DEL REY
On the hilt: ISRAEL SCHVECH M 1606"
"24860","http://www.metmuseum.org/art/collection/search/24860","Marking","On the ricasso, the following Toledo marks: a crowned T repeated six times; a half moon repeated four times (and twice again at the end of blade grooves); a crowned fleur-de-lis repeated four times."
"452112","http://www.metmuseum.org/art/collection/search/452112","Inscription","In Persian in nasta’liq script verses from the Shāhnama of Ferdowsī:
پادشاهي طهمورث سي سال بود The rule of Tahmuras was thirty years.

(Abu’l-Qasim Feardowsi,The Shāhnāmeh (The Book of Kings), ed, Djalal Khalqi- Muṭlagh, Mazda publishers in association with Bibliotheca Persica, Costa Mesa, California and New York, 1988, vol. 1, p. 37).

(A. Ghouchani, 2011)"
"24927","http://www.metmuseum.org/art/collection/search/24927","Signature","Signed: Grecke à St. Petersburg."
"24937","http://www.metmuseum.org/art/collection/search/24937","Signature","Signed: Drouar . Ordinaire du Roi . au heaume . à Paris . 1712 (Drouar, armorer-in-ordinary to the king, at the sign of the helm, in Paris, 1712)"
"452111","http://www.metmuseum.org/art/collection/search/452111","Inscription","In Persian in nasta’liq script part of a poem from the Shāhnama of Ferdowsī:
The story of هوشنگ (Hushang).

(Abu’l-Qasim Ferdowsi,The Shāhnāmeh (The Book of Kings), ed, Djalal Khalqi- Muṭlagh, Mazda publishers in association with Bibliotheca Persica, Costa Mesa, California and New York, 1988, vol.1, pp. 29–31. This part of the story appears in this reference under the title پادشاهي هوشنگ چهل سال بود (The rule of Hushang was forty years). The first line (2 couplets) does not appear in this reference, the last 2 lines (4 couplets) appear on p. 29, and the rest on p. 31).

(A. Ghouchani, 2011)"
"446297","http://www.metmuseum.org/art/collection/search/446297","Inscription","صورة العقرب علی ما یری فی الکرة
Image of Scorpio as seen from earth
folio 43
(A.Ghouchani, 2011)"
"24861","http://www.metmuseum.org/art/collection/search/24861","Inscription","Rifle: Barrel (serial number, at side) 55 (makers mark, underneath) DB within wreath.
Pistols: Barrels (serial number, at side) 56 Locks (unidentified lockmaker, inside) JQ
Assembly marks: X, (These marks found on almost every individual part of lock, stock and barrel of pistols; they also occur on carbine, but are less numerous)
Inscriptons: Rifle: Barrel (in script, along top): Boutet Directeur Artiste Manufrre a Versailles
Lockplate: BOUTET a Versailles
Escutcheon (in Cyrillic): Nicolai Pompeyevich Shabelski
Stock (stamped beneath sideplate): NICHOLAS DE CHABELSKY ST RAPHAEL VAR FRANCE
Rifle: Buttplate: 29·NOVEMBER·1900·PARIS
Pistols: Barrels (in script, along top): Boutet a Versailles
Lockplates: BOUTET a Versailles
Triggerguards (in Cyrillic): Nicolai pompeyevich Shabelski (in monogram) NS
Accessories: Powderflask: Entreprise Boutet Manufacre a Versailles
Case (on silver escutcheon): Manuf* a Versailles Entrepse Boutet

Hallmarks
(1) octagon containing cock with number 1 to left (official assay mark - poinçon de titre - denoting first standard silver (0.950) for period 1798-1809)
(2) oval containing number 88 separated by head of old man (excise mark - poinçon de garantie - used in Seine-Inférieure Départment for large-sized work, 1798-1809)
(3) lozenge containing initials JM separated by pellet, five pointed star above, seven pellets below in form of grape cluster
(maker's mark, unidentified)"
"198715","http://www.metmuseum.org/art/collection/search/198715","Signature","Inlaid beneath keyhole escutcheon on central drawer: DR interlaced (maker's monogram of David Roentgen)"
"451400","http://www.metmuseum.org/art/collection/search/451400","Inscription","In Arabic in Naskhī script:
لا یشتهي الطعام او من کانت قوته تحلل و صفته علی هذه الصفة/ (و من ماء العیون جزء) یؤخذ من العسل جزء فیخلطونه بالعسل و یطبخونه علی الصفة الی ان یذهب/ الثلثین ثم یرفعونه هـ هـ هـ و قد یتخذ شراب/ یقال له ابو مالي علی هذه الصفة یؤخذ من شمع الشهد فیغسل/ بالماء و یؤخذ ذلک الماء و یرفع و ینبغي اذا شرب هذا الشراب ان/ یصرف و من الناس من یطبخه و هو غیر موافق للمرض لکثرة ما فیه من وسخ الشمع
… [who] has no appetite or is feeling weak, its prescription is as follows: take one part honey (in the margin is added: and take one part tears [lit. water of eyes]); mix with honey and cook in a pot until two thirds of it is gone; then take it from the pot.
And to make wine called Abū Ma'ālī with this recipe: take beeswax and wash it with water; and that water took out and if this wine drink it must … and some of people cooked it but it is not good for disease because it is a lot of dirty of wax.

A. Ghouchani, 2011"
"451405","http://www.metmuseum.org/art/collection/search/451405","Inscription","In Arabic and in nastaʻliq script:
عمل شاه قولي علی طریق المشق
The work of Shāh Qulī as an exercise

A.Ghouchani, 2010"
